name,age,street,city,state,zip,lng,lat
Joshua Malone,36,1400 Miranda Spur Suite 087,Port Jeannebury,Vermont,11656,-129.078489,-40.8792935
Ricky Navarro,38,8925 Mcdonald Road,North Charles,Iowa,67162,49.922489,-65.2177255
Alex Lee,54,4651 Dale Gateway Apt. 936,West John,Pennsylvania,45656,57.885086,18.023680
Melissa James,55,8193 Sally Cliffs,Michaelstad,North Carolina,97577,167.163317,-40.9360315
George Evans,48,44832 Mark Prairie Suite 349,Lake Richard,New Mexico,63050,-81.306700,-23.1342615
Alison Fisher,21,20281 Jacqueline Highway Apt. 874,South Spencerfurt,North Carolina,34569,65.930362,70.760271
Christopher Mann,33,11960 Frank Forge,Schwartzport,Iowa,99119,60.855105,57.210309
Jordan Clark,71,4494 Connor Expressway,Jacksonton,Connecticut,29730,53.566981,-68.1077885
Kelly Garcia,42,665 Kelley Stream Apt. 662,Petersonchester,Tennessee,74718,-104.723502,-79.147114
David Fry,80,0672 Petersen Harbor Suite 864,East Vincent,South Dakota,25811,-21.023331,-7.540767
Pamela Smith,43,6740 Allen Field Suite 774,South Jonathanside,Kansas,97355,-81.865396,-78.422953
Richard Young,38,427 Wells Loaf Suite 205,Kennethview,West Virginia,77092,54.398036,45.007240
Colton Dunn,21,1817 Denise Station Suite 534,West Zacharyton,Massachusetts,19867,-33.685793,72.357571
Anne Turner,36,8901 Steven Crest,Cynthiahaven,New York,85755,-73.151592,-48.546543
Katie Gonzalez,55,9966 Raymond Villages Apt. 894,Jacobsonberg,Utah,93902,23.706403,-71.4609175
Nicholas Young,80,652 Morrison Mount,Sharonbury,South Carolina,49170,33.701105,88.9708635
Daniel James DVM,72,1361 Heidi Ridges,Sanchezbury,New York,84974,-98.411676,60.659763
Kevin Moreno,19,40247 Adriana Forges,East Rebecca,Colorado,87523,57.460549,49.7007065
Toni Clark,47,84622 Blair Course,New Howard,Utah,34938,89.017214,69.094222
Richard Stafford,56,51986 Anita Mountains Apt. 005,Jonesport,Minnesota,48938,-80.070628,43.3931795
Lisa Quinn,64,5268 Santos Via,Steveside,Vermont,43420,-132.055476,-64.7771215
Brendan Harris,62,71185 Adam Fort Suite 663,East Gregoryshire,Nebraska,77388,-29.795636,-67.1848795
Brandi Green,64,36323 Mike Fall Apt. 584,Davidside,Nebraska,56681,129.414296,-79.5570255
Penny Williamson,67,941 Amy Port,Port Laura,Virginia,08271,-143.974906,54.3791995
Lisa Green,67,18861 Davis Manor Suite 686,New Caitlinton,Maryland,68660,109.266725,-47.996019
Charles Smith,24,7852 Gillespie Turnpike Suite 527,North Kenneth,Nevada,34570,-12.889684,-21.4158055
Fred Meyer,60,77954 Michael Rue,West Jenniferchester,Montana,54522,145.835936,-27.4665805
Jonathan Larson,38,390 Welch Way,New Jamesshire,Vermont,77156,-130.730441,-46.6794805
Craig Golden,55,968 Stanley Forks Apt. 615,South Crystalfort,Maine,13042,37.882352,-65.224022
Tricia Rogers,18,731 Cross Pine Apt. 831,West Sheilafort,Washington,41784,-139.244717,-9.8753165
Rick Lopez,70,171 Hansen Well Suite 611,Jamieview,North Dakota,56787,-47.933551,-30.6650205
Dale Moreno,75,999 Spencer Wall,Andreshire,Idaho,40404,150.177550,-2.754888
Victoria Green,18,44848 Weaver Terrace,East Elizabeth,New Jersey,55188,147.941806,-6.2914015
Mackenzie Murillo,60,4075 Jeffrey Isle,Campbellview,New Mexico,03256,-133.776318,-76.426822
Cynthia Hunt,35,4225 Ronald Camp Apt. 600,Thomasmouth,Utah,12546,133.883883,28.1524625
Taylor Cannon,34,1149 Blake Crossroad Suite 936,West Patriciamouth,Mississippi,90693,61.553604,-6.370556
Francisco Davis,41,929 Stephanie Landing Apt. 724,Lake Michael,Alabama,48655,-74.277682,-18.586839
Patricia Porter,48,0926 Michael Corner Suite 149,East Jamesfurt,Nevada,68375,-19.233217,38.0870475
Michele Adams,25,39296 Hall Stravenue,New Carolynburgh,Ohio,31304,-161.724696,-62.6771515
William Preston,71,43532 Harding Cove Apt. 022,Justinfurt,Wisconsin,59533,34.042392,28.2628085
Zachary Kelly,37,63387 Timothy Oval Suite 750,Smithburgh,Tennessee,21363,145.476465,15.0423145
Gregory Myers,20,292 Michelle Pass,New Jade,Pennsylvania,76166,41.229301,-6.093698
Shawn Keller,38,165 Greg Rapid Apt. 714,Hallmouth,Pennsylvania,37139,-135.426758,-45.370718
Veronica King,40,81860 Lisa Shore Apt. 592,Herreraside,West Virginia,56788,38.180205,-49.350229
Hayley Thomas,47,66324 Matthew Hill Suite 345,Howardhaven,Kansas,51513,15.037164,7.025463
Samantha Davis,52,6217 Stephanie Wells Suite 582,South Bridget,Florida,76609,-163.959489,3.3553155
Gary Perkins,52,37536 Shah Points Suite 930,West Andreatown,Nebraska,59145,60.928909,-46.6260975
Dale Cole,43,625 Flores Port Apt. 559,South Tracey,Delaware,11466,5.309859,40.5390185
Kristi Ford,75,98290 Mason Drives,Kristenland,Montana,92532,-80.656439,16.4099235
Jesus Smith,36,719 Lambert Junction Suite 495,Port Tammy,Missouri,11978,61.199691,-9.2573735
David Bush,46,63122 Jennifer Skyway,Meredithport,West Virginia,56468,-154.714530,-13.9055425
Christina Santiago,62,95184 Flores Plaza,Elliottshire,Virginia,60649,15.833222,-28.9661325
Michael Moore,56,02911 Darrell Squares Suite 466,Lake Ian,New Hampshire,94501,12.598285,-79.9498755
Leah Hart,71,1148 Christopher Passage,Phillipchester,Arkansas,82328,-102.271315,78.3635935
Michael Jones,62,19435 Brady Islands Apt. 201,East Joseph,Utah,39349,55.759050,51.6617025
Christina Faulkner,54,21406 Jones Well,Turnerton,Idaho,50010,-103.572353,-13.724299
Kelly Singh,54,4822 Kelly Parks,New Victoriamouth,New Hampshire,02615,-0.659504,0.223994
Lauren Williams,49,708 Parker Rapids Suite 706,East Russellside,Illinois,45812,1.056441,-83.5567775
Elizabeth Craig,22,162 Smith Village,Port Jameston,Montana,79578,-148.292485,26.502125
Marissa Johnson DDS,61,93212 Denise Row,Port James,Idaho,56301,-175.386916,1.3312105
Paul Pierce,79,10539 Ray Wells,South Jennifer,Nevada,75290,-112.066262,27.0969925
Mr. Ivan Khan Jr.,62,25862 Lauren Knolls,Port Danaville,Missouri,99417,147.294240,-22.708615
Wendy Vazquez,72,54600 Patrick Mountains Apt. 322,Horneshire,Oklahoma,25921,-35.827964,-31.8731585
Cynthia Hogan,36,6314 Zachary Drive,Jessechester,Nebraska,84544,-130.617116,83.7393685
Amanda Smith,28,82762 Odom Plain Suite 960,Craigtown,Utah,75387,165.616225,-79.298500
Eric Bray,60,13017 Tonya Lakes Suite 968,Carolynchester,North Carolina,14094,-2.364625,38.927594
Paula Werner,39,4199 Hodges Knolls,Williamsview,Vermont,21143,38.177515,-89.677695
Carolyn Castillo,54,32381 Conway View Apt. 001,Port Theresa,Colorado,88858,179.971224,0.263865
Katherine Mendoza,62,5677 Nathan Islands Suite 658,Port Jeffrey,Michigan,69982,-94.773583,32.861935
Paul Jones,52,1773 Pratt Views,Michaelland,Missouri,36264,-92.968363,-9.242400
David Wu,34,999 Dwayne Light Suite 655,Brandonton,West Virginia,10860,20.836209,-5.8922745
Steven Copeland,54,320 Kimberly Forest Suite 195,Dannyfort,Colorado,34230,-159.126142,-73.617943
Kirk Alexander,80,7542 Hodge Stream Apt. 928,Cooperville,Ohio,31988,-105.010529,-81.086958
Tracy Austin,58,646 Jennifer Parkways,Port Jessicaville,Idaho,31838,29.989964,86.151871
Matthew Schneider,34,2407 Terri Groves Apt. 970,Lake Christopherstad,Indiana,36076,25.157174,-7.364469
Michael Bradley,48,13710 Jill Trafficway Apt. 292,Ronaldhaven,Oregon,76467,-146.291458,11.4630035
Kristin Gross,22,990 Brenda Neck,Manningview,Virginia,95344,141.788631,8.298499
Cory Fox,54,4750 Sara Mill,South Jasonmouth,Michigan,69963,168.351006,56.773815
Timothy Jensen,43,745 Daisy Extensions,Lake Autumntown,Indiana,04157,113.339714,55.588021
Rebecca Byrd,41,8865 Evans Knolls,Normantown,California,09166,56.908327,88.9428765
Kimberly Thomas,27,562 Nicholas Springs Apt. 049,West Madison,West Virginia,17611,76.481984,21.235953
Robert York,69,69705 Nichols Lodge,Hortonmouth,Indiana,04713,50.333684,47.607739
Rick Acosta,69,3383 Pamela Canyon Suite 464,East Erik,Tennessee,11523,77.257781,25.858258
Nicholas Jensen,74,70125 Warren Green,Kevinchester,Vermont,66106,129.423913,40.1387695
Sarah Hill,65,96522 Burton Fords Suite 451,Obrienfurt,Kentucky,98888,-42.014588,-14.9145615
Brittany Arias,53,1529 Marie Trail Apt. 394,Port Tonimouth,New Jersey,91100,-159.492405,55.902663
Derrick Franklin,24,181 Dickson Valleys Apt. 581,South Brianport,California,73157,-80.209588,-41.2942275
Danielle Carter,30,44057 Dustin Course,Chungmouth,Ohio,75696,52.782521,70.9983165
Robert Malone,74,50463 Mcpherson Plaza,East Maria,Iowa,25962,-105.326163,55.8298165
Paul Hancock,75,1464 Angela Forest,Reedville,Texas,08566,107.850511,-56.6874555
Taylor Fischer,77,498 Rodriguez Park Suite 749,West Travis,Ohio,76927,-130.375201,73.431515
Amanda Rice,49,33378 Roberta Extension Apt. 176,East Lindseyview,Delaware,13419,147.242672,59.2731825
Laurie Aguilar,36,5627 Alexis Pines,South Mark,Delaware,97369,-17.214481,40.814629
Deborah Walsh,18,347 Wendy Gateway,Susanland,Idaho,34158,160.658060,-39.0313545
Henry Smith,68,2728 Luis Wall,East Teresaburgh,Alaska,91465,-94.061232,-30.246322
Margaret Briggs,79,25258 Kevin Knolls,Lopezborough,Connecticut,41479,-67.950071,-12.2457805
Tammy Blanchard,51,865 Micheal Mission,East Christopherberg,Maryland,99420,116.605964,-16.3600775
Robert Rojas Jr.,42,416 Gonzales Rapid,Port Jeremy,Ohio,36459,102.222633,70.900635
Billy Avila,71,0960 English Pike,Hayneshaven,Indiana,12651,-25.298906,-62.0648945
William Burke,26,21762 Gilbert Island,Port Bradley,Texas,52041,40.502664,-28.6792045
Robert Brown,73,862 Tapia Tunnel,Freymouth,New York,60922,76.171191,-68.915781
Claudia Miller,69,5490 Adams Trafficway Suite 352,Guzmanbury,South Dakota,38992,-140.159614,25.2371095
Phillip Green,56,78964 Brian Plain Suite 899,Rodriguezburgh,North Dakota,76242,-130.933796,64.721306
Mike Smith,75,031 Schmitt Motorway,Lake Cameron,Illinois,41960,-59.733858,-30.079705
Jeremy Ballard,56,4776 Kristin Union Suite 132,South Lisa,Mississippi,12811,-14.750098,-21.154815
Mason Garcia Jr.,40,225 Rocha Wells Suite 488,Lake Jessica,Hawaii,09795,-39.714798,18.947501
Alexis Patrick,34,189 Stacey Mission,Lake Elainefurt,Montana,37125,-140.263174,-85.3910775
Amber Mcclure,74,69702 Pham Forest Suite 026,Philipport,Connecticut,13594,-10.977889,-52.926570
David Frank,58,256 Allison Cape Apt. 457,Ramirezstad,California,56610,-15.697162,46.5155275
Cindy Smith,50,111 Larry Dam,West Catherineland,New York,52111,-38.866610,-55.5576675
Lisa Green,38,3717 Lucas Brook Suite 087,Port Williemouth,Maine,55598,-39.151905,65.186893
Shawn Molina,67,45632 Young River,Eugenemouth,Colorado,24637,69.979318,-21.1579825
Michelle Ford,35,72646 Cameron Neck,Mckinneyborough,Hawaii,19113,-171.360745,86.4028045
Christine Good,59,04490 Daniel Pines,Jacobsburgh,Massachusetts,77381,-118.913353,-7.761452
Tracie Leonard,66,3205 Kristy Stream Apt. 989,South Charles,Pennsylvania,77915,110.647598,71.888145
Teresa Garcia,29,57830 Gregory Island,Garymouth,Idaho,90040,35.354630,67.3223605
Stephen Hayes,65,94130 Willis Shoals,West Aaronton,Louisiana,83022,-171.235974,-2.5821725
Stacy Martinez,44,1981 Warren Dam Suite 732,North Nicole,Michigan,01516,-32.469822,-30.1112135
Robert Nixon,60,06203 Daniel Court,Brianburgh,New Hampshire,10561,41.875039,-26.5635625
Derrick Roach,20,44715 Garcia Coves,East Michaelview,Oklahoma,74634,147.521937,14.6152745
Renee Escobar,57,483 Warren Shoal,Floresmouth,Montana,12650,-44.566014,87.101528
Eugene Sanchez,31,575 Kathryn Neck Apt. 764,Mayfort,Oklahoma,17569,115.869134,25.023423
Tanner Morrison,47,6256 Young Bypass Apt. 995,Port Laurie,Oregon,54027,16.219979,82.391567
Micheal Hansen,55,829 Richard Locks Apt. 575,Jeremyshire,Alabama,53662,-74.296694,71.1914545
Roger Mejia,60,863 Shane Plain Apt. 878,Lake David,Arizona,06685,42.070776,-32.5792925
Timothy Sandoval,46,776 James Mountain Suite 722,Jasonton,Washington,32314,100.910302,17.209441
Jaclyn Barrett,64,07714 Hogan Islands Suite 674,Susanbury,Louisiana,75721,-144.553402,-84.636439
Breanna Gonzalez,23,5856 Michael Isle Apt. 208,South Elizabethtown,New York,36298,-118.910700,-75.973562
Tammy Williams,23,551 Robert Squares,East Malloryport,Georgia,69557,-4.322073,63.0537845
Michelle Morales,73,9190 Albert Squares Apt. 119,Bethmouth,Wyoming,35755,-109.170185,-74.642344
Rebecca Brown,76,9510 Love Cape Suite 183,South Brittanyburgh,Alaska,62300,129.259307,-70.091321
Michael Higgins,19,35830 Tina Plaza Suite 167,Williamsland,New Mexico,11344,-27.824832,-84.661823
Kevin Williams,34,190 Michael Forge,South Andreaview,North Carolina,79609,152.619515,-47.113870
Roberto Galvan,69,342 Paul Drive Apt. 542,North Scottchester,Montana,37691,145.361529,27.523728
Nina Brown,36,9077 John Run Apt. 553,Kaitlinberg,North Carolina,01085,-156.805850,87.638381
Shannon Williams,42,8340 Sarah Bypass Apt. 452,New Robintown,Arkansas,16243,-24.883582,-29.9684675
James Gonzalez,44,1848 Hunt Turnpike,Lake Jameschester,Oregon,81557,-96.651241,-29.516403
William Clayton,69,3930 David Path Apt. 595,West Anthonytown,South Carolina,16148,134.329252,-45.740450
Matthew Schultz,46,5390 Orr Street,North Scotttown,Montana,68380,-65.349522,-77.4876225
Deanna Bauer,50,781 Tapia Street Apt. 728,Gregoryhaven,Ohio,55373,169.327125,-62.9195035
Jared Ellison,57,64410 Stephanie Groves Apt. 853,Lake Ashleymouth,New York,01709,103.168349,7.3543305
Bethany Mitchell,23,15048 Campbell Stream Apt. 637,New Sheila,Wyoming,16702,-22.380779,71.283682
Emily Miller,27,5166 Gomez Place,West Andrew,North Dakota,82327,66.600291,30.000351
Mitchell Neal,33,12081 Moore Fields Apt. 561,Port Amy,Georgia,84494,-144.757040,-82.142820
Amanda Collier,48,3307 Brandy Islands Suite 156,Dukebury,Texas,27801,32.693963,86.332311
Sabrina Smith,28,656 Catherine Cliff Apt. 576,Shannonland,New York,73935,50.084539,13.829176
Tracy Carroll,37,43671 Judy Branch Suite 138,Danielsland,New Jersey,78327,-53.088941,-14.145508
Ebony Gardner,32,88916 Ronald Knoll,Lake Laurenchester,Iowa,61684,162.481236,-16.095210
Ms. Michelle Stokes,39,425 Cook Inlet,Susanmouth,Hawaii,64406,43.740882,37.6521685
Todd Owen,54,8658 Hunt Summit Suite 635,Parkershire,Mississippi,69514,177.779144,8.233276
Alexandra Johnson,55,747 Jacob Tunnel Apt. 827,Catherineville,Indiana,94610,-16.113133,-46.9073525
Teresa Ramirez,23,8847 Brian Plains,East Stephanie,Florida,20113,120.897126,-18.216557
Ricky Mcintyre,27,1642 Jessica Haven Suite 661,Port William,Maine,31471,164.921786,3.4120705
Emily Rivera,60,741 Thompson Mill,Frederickshire,New York,87784,-61.104378,2.5152785
Dylan Hernandez,53,8983 Erik Fords,Port Yolandashire,Mississippi,55699,97.922498,18.496612
Sarah Martinez,29,2959 Miles Plaza,Dianafurt,Indiana,08645,-145.774546,55.960613
Jessica Meyers,28,7040 Heath Courts Apt. 974,Lopezview,Vermont,09399,-16.808050,-83.865582
Cory Avila,69,6904 Gregory Village,Lanceside,Maryland,62562,-166.250376,-52.1351065
Rachael Jackson,28,374 Stone Haven Apt. 580,West Robertshire,North Dakota,42544,91.029916,-12.8333235
Laura Mcdowell,30,13408 Robinson Land Apt. 802,Hallburgh,Washington,29868,-158.435374,-61.0974535
Kathryn Robles,24,8807 Baker Road,Lake Steven,Maryland,78708,152.073021,-56.783907
Donna Johnson,62,54719 Bell Rue,South Michael,Delaware,05362,-158.483608,-16.067237
Sherri Burns,20,37715 Jacqueline Circle,Dorothyport,Arkansas,20730,-122.695167,-59.2258105
Jennifer Burns,25,67103 Stephens Shores,Leeshire,Montana,06591,-51.196400,-89.3547155
Vincent Moreno,38,592 Alvarado Curve Apt. 194,Port Angela,Tennessee,50198,72.888885,29.109037
Tina Watkins,35,179 Blake Plaza,Jenniferview,New Hampshire,43730,-145.190695,20.053814
Jack Clay,56,172 Burton Plaza Suite 238,Andreborough,Iowa,08124,-141.438464,-77.619706
Ann Randolph,46,5406 Robert Plaza,North Dean,Hawaii,52812,-105.784513,49.468928
Joseph Dunn,25,715 Wolfe Street,Sheilaport,North Carolina,59164,158.916341,45.195786
Adam Simmons,48,375 Norton Underpass,North Tammyville,New Mexico,22139,67.139696,79.430488
Donna Osborne,30,8548 Riley Mount,Lewisburgh,Oklahoma,01100,59.927536,-10.0392115
Douglas Meyer,57,863 Garcia Springs Apt. 063,Port Gregoryshire,Colorado,72829,-143.913795,-11.8261165
Jaime Johnson,54,754 Adams Lock,Kellyland,North Dakota,32982,120.075083,-84.553096
Jacob King,75,414 Gregory Gateway Apt. 450,South Aaron,Maine,37903,-73.610944,67.6836975
Thomas Griffin,79,5354 Nicholas Springs,Hatfieldbury,Georgia,56398,-82.262724,-41.538683
Christopher Ferguson,77,125 Larry Plains,Evansside,Ohio,06781,-125.908593,-30.117613
Robert Vasquez,77,499 Kirby Garden,Mendozamouth,Massachusetts,84611,155.339808,-13.430085
Lauren Serrano,24,5385 Julie Lakes Suite 126,Millerland,New Jersey,33539,111.415450,-59.0041955
Jorge Patterson,35,67085 Richard Lodge,Port Kristopher,South Dakota,25845,-153.755146,-31.085512
Tonya Harris,51,327 Christopher Rest,New Cassidyfort,Wyoming,12390,43.492210,-66.3118505
Molly Blake,56,1515 Kayla Parks Suite 463,New Amyland,Arkansas,92896,45.408885,70.966290
Bryan Key,64,329 White Grove,Brianchester,South Carolina,43972,-45.434185,1.3385325
Steven Russell,49,22870 Renee Turnpike Apt. 013,Cannonport,New Jersey,22360,-61.605056,-13.080964
Eugene Davis,66,929 Erica Garden,New Connieland,North Carolina,15573,-45.755044,-64.2029825
Evan Chambers,52,020 Lauren Grove,Port Shawn,Arizona,40386,-172.492961,39.398529
Jean Vasquez,33,921 Diane Ports,Paigeshire,North Carolina,23809,124.463435,-58.0687045
Jacqueline Richards,44,890 Morrow Walks,Lake Connieview,Arizona,23495,-36.293710,-11.353891
Cynthia Howard,72,80185 John Place,Lake Joshuaville,Tennessee,98526,-109.070217,63.2102175
Lindsay Espinoza,48,67000 Krystal Trace,West Rita,Kansas,40435,-171.175366,13.3146575
Traci Moreno,37,59908 Hood Haven Suite 018,Singhside,Indiana,01777,67.627001,-10.072344
Justin Hopkins,21,682 Justin Rapid Suite 421,South Jennifer,Maine,68314,-143.848911,65.2184205
Angel Ellison,37,145 Cochran Springs Apt. 862,Suttonborough,Illinois,71195,-35.087244,41.9977445
Jennifer Price,63,56632 Ellen Hill Suite 619,West Douglas,Montana,75324,-81.782311,3.6244815
Jason Brewer,19,478 Dana Fields Suite 153,South Sherry,Alabama,56230,-117.968999,77.2955935
Peter Morgan,70,200 Phillips Walks,West Elizabethton,Alaska,49358,75.493028,48.1736135
Kendra Atkins,73,0278 Robert Rapid Apt. 582,Sydneyberg,New Hampshire,89262,62.895029,21.982120
Robin Hill,51,3592 Peter Forks,Port Erikville,Minnesota,23794,157.422970,9.2166755
Andrew Galvan,43,70574 Laurie Drive Suite 433,Sweeneyfort,Wisconsin,26937,82.522564,-11.765138
Mrs. Gina Mejia,80,448 Seth Mountains,Palmerstad,Missouri,37262,-174.854777,67.342399
Lori Velazquez,53,1659 Romero Ports,Theresamouth,Nebraska,90607,-160.598445,-83.0990235
Megan Foster,28,8917 Cohen Shoal Suite 915,Cherylhaven,Rhode Island,51145,-60.899306,-19.428918
Christine Crawford,60,9224 Taylor Lights,New Coreyport,New Hampshire,97038,66.367964,26.0603395
Antonio Jones,73,30976 Johnson Lights Suite 246,Jasonmouth,Colorado,99792,-113.065799,-52.543278
Julie Gentry,51,48094 Rodriguez Harbors,Lisatown,South Dakota,60559,82.303720,-1.289825
Stephanie Ortega,23,17169 Jessica Springs,North Beverlyside,Indiana,71773,170.519720,22.846122
Christopher Garcia,18,849 Torres Parkways Suite 632,South Rebeccaland,Delaware,35614,130.237753,-6.4777345
Hector Holmes,20,741 Singh Cape,West Michaelfurt,Texas,47986,126.328299,53.1040435
Brian Mercado,76,08280 Karen Union Apt. 919,New Johnbury,Oklahoma,97030,92.997752,-80.1656315
Ashley Shepherd,42,648 Michael Falls,Hollychester,Wyoming,54846,132.080805,-69.016868
Shawn Turner,73,123 Smith Walks,East Jacob,Maine,27753,-12.270691,-69.928706
Kathleen Andrews,64,880 Brown Village Apt. 633,Hughesside,Michigan,91793,83.681423,-69.3724495
Brenda Nunez,21,45460 Jonathan Prairie Apt. 947,South Katherine,Louisiana,15150,144.650292,31.926260
